Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A794469,,05/22/2019 4:28:00 PM,May 2019,04/02/2019,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A806106,Gato,10/14/2019 4:02:00 PM,Oct 2019,10/05/2015,Return to Owner,,Cat,Neutered Male,4 years,Domestic Shorthair,Gray
A882145,*Javier,08/09/2023 2:29:00 PM,Aug 2023,04/16/2023,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A840160,*Lily,08/07/2021 3:27:00 PM,Aug 2021,07/03/2021,Euthanasia,Suffering,Cat,Intact Female,5 weeks,Domestic Medium Hair,Black
A679302,*Austin,05/25/2014 11:29:00 AM,May 2014,05/19/2013,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair/Dachshund Wirehair,Tan
A798956,Lola,08/12/2019 4:01:00 PM,Aug 2019,05/02/2019,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A821281,Buster,08/17/2020 12:00:00 AM,Aug 2020,08/07/2012,Transfer,Partner,Dog,Neutered Male,8 years,Basset Hound/Beagle,Tricolor
A677296,*Salliemae,05/03/2014 2:03:00 PM,May 2014,04/23/2007,Adoption,,Dog,Spayed Female,7 years,Rottweiler/Labrador Retriever,Black/Tan
A770585,Shiner,08/06/2018 1:03:00 PM,Aug 2018,04/22/2017,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A783913,Angelina,11/11/2018 2:49:00 PM,Nov 2018,05/08/2017,Return to Owner,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A732354,*Princess,08/24/2016 5:11:00 PM,Aug 2016,02/06/2016,Adoption,,Dog,Spayed Female,6 months,Australian Cattle Dog Mix,White
A734313,,09/08/2016 2:23:00 PM,Sep 2016,09/04/2012,Transfer,Partner,Dog,Intact Male,4 years,Boxer Mix,Brown Brindle/White
A795005,Hunter,09/06/2019 3:36:00 PM,Sep 2019,04/22/2019,Transfer,Partner,Dog,Neutered Male,4 months,Pointer Mix,Fawn
A813028,,02/04/2020 11:07:00 AM,Feb 2020,02/02/2018,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Black/Brown
A697429,*Willow,03/12/2015 6:18:00 PM,Mar 2015,08/23/2013,Adoption,,Dog,Spayed Female,1 year,Border Collie/Pointer,Black/White
A673221,Timmie,02/28/2014 3:24:00 PM,Feb 2014,09/20/2013,Adoption,,Dog,Spayed Female,5 months,Dachshund Mix,Brown
A744862,*Penny,03/31/2017 2:45:00 PM,Mar 2017,03/14/2013,Adoption,,Dog,Spayed Female,4 years,Dachshund/Rat Terrier,Red/White
A687756,Luna,09/12/2014 12:33:00 PM,Sep 2014,06/29/2014,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point
A768906,*Peaches,04/24/2018 7:12:00 PM,Apr 2018,03/27/2014,Return to Owner,,Cat,Spayed Female,4 years,Siamese Mix,Tortie
A776657,Margarita,10/09/2018 11:29:00 AM,Oct 2018,06/10/2018,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A701885,Jax,05/22/2015 7:17:00 PM,May 2015,05/05/2014,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A677041,*Avery,05/26/2014 6:07:00 PM,May 2014,03/12/2014,Adoption,Foster,Dog,Spayed Female,2 months,Border Collie Mix,Black
A808988,,11/26/2019 5:33:00 PM,Nov 2019,09/09/2019,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A803123,Gizmo,09/01/2019 3:33:00 PM,Sep 2019,06/12/2019,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair,Black/White
A666077,Sabrina,02/01/2014 5:59:00 PM,Feb 2014,08/11/2013,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black
A706459,Furiosa,08/15/2015 6:46:00 PM,Aug 2015,04/14/2015,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue Tabby
A879902,*Fluff,05/28/2023 5:29:00 PM,May 2023,03/26/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A838342,*Burgoo,07/14/2021 5:53:00 PM,Jul 2021,07/07/2017,Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown
A766561,,02/17/2018 4:27:00 PM,Feb 2018,02/11/2015,Transfer,Partner,Dog,Neutered Male,3 years,Pug Mix,Black/White
A799660,403 Grams,07/10/2019 7:29:00 PM,Jul 2019,07/07/2019,Transfer,Partner,Dog,Intact Male,3 days,Labrador Retriever Mix,Brown
A833056,Piccolo,05/01/2021 2:09:00 PM,May 2021,01/06/2021,Adoption,Offsite,Dog,Neutered Male,3 months,Labrador Retriever Mix,Brown/White
A845149,Nava,10/28/2021 6:13:00 PM,Oct 2021,08/20/2021,Adoption,,Dog,Spayed Female,2 months,Pit Bull,Brown Brindle/White
A819044,*Oliver,08/27/2020 10:43:00 AM,Aug 2020,04/28/2020,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby/White
A737585,Snickers,12/09/2016 6:45:00 PM,Dec 2016,09/01/2016,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue/White
A786074,,12/20/2018 5:24:00 PM,Dec 2018,04/16/2018,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Black/White
A835081,,05/24/2021 12:06:00 PM,May 2021,04/27/2021,Transfer,Partner,Cat,Intact Female,3 weeks,Siamese,Seal Point/White
A819299,*Turkey Lurkey,08/07/2020 2:36:00 PM,Aug 2020,05/25/2020,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A807768,,11/06/2019 6:27:00 PM,Nov 2019,10/29/2012,Adoption,,Dog,Neutered Male,7 years,Great Pyrenees,White
A723110,,03/31/2016 11:41:00 AM,Mar 2016,09/26/2015,Transfer,Partner,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black
A741991,Styx,01/16/2017 5:22:00 PM,Jan 2017,10/28/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black
A759181,,09/28/2017 12:00:00 AM,Sep 2017,08/28/2017,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black/White
A747585,Joy,04/26/2017 5:59:00 PM,Apr 2017,04/21/2016,Rto-Adopt,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/White
A752526,,06/24/2017 10:48:00 AM,Jun 2017,06/23/2015,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Black
A775839,Rambo,07/07/2018 2:54:00 PM,Jul 2018,07/05/2016,Return to Owner,,Dog,Intact Male,2 years,Labrador Retriever/Pit Bull,Black/White
A857031,Kit-Kat,05/11/2022 6:57:00 PM,May 2022,10/11/2021,Return to Owner,Field,Cat,Intact Female,6 months,Domestic Shorthair,Tortie
A673079,*Tinsel,03/05/2014 5:10:00 PM,Mar 2014,02/19/2013,Adoption,,Dog,Spayed Female,1 year,Yorkshire Terrier Mix,Gray/Tan
A722894,,03/23/2016 5:35:00 PM,Mar 2016,09/23/2015,Euthanasia,Rabies Risk,Other,Unknown,5 months,Bat,Brown
A681346,*Jon Snow,06/29/2014 3:48:00 PM,Jun 2014,03/24/2014,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A700106,Mr.Gray,04/20/2015 2:08:00 PM,Apr 2015,04/08/2014,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby
A729401,,06/27/2016 12:00:00 AM,Jun 2016,04/02/2016,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A768216,Sweetie,01/30/2019 2:47:00 PM,Jan 2019,03/15/2016,Transfer,Partner,Dog,Spayed Female,2 years,Pug Mix,Fawn
A780869,,10/15/2018 4:52:00 PM,Oct 2018,09/21/2016,Transfer,Snr,Cat,Intact Female,2 years,Domestic Medium Hair Mix,White/Gray
A677445,Pirate,03/17/2015 2:49:00 PM,Mar 2015,07/25/2008,Return to Owner,,Dog,Neutered Male,6 years,Pug Mix,Fawn/Black
A806164,Maya,10/16/2019 6:10:00 PM,Oct 2019,07/29/2019,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A823747,,10/03/2020 5:35:00 PM,Oct 2020,09/29/2018,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair,Calico
A700772,*Suzuki,04/24/2015 3:36:00 PM,Apr 2015,01/28/2015,Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/White
A666752,Floyd,11/07/2013 6:06:00 PM,Nov 2013,11/06/2012,Return to Owner,,Dog,Neutered Male,1 year,Australian Kelpie/Whippet,Brown Brindle/White
A721240,*Burt,05/01/2016 12:44:00 PM,May 2016,02/16/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A763082,,12/07/2017 11:06:00 AM,Dec 2017,12/02/2015,Transfer,Partner,Dog,Neutered Male,2 years,Standard Poodle,White
A808996,,11/21/2019 3:06:00 PM,Nov 2019,11/17/2017,Transfer,Snr,Cat,Intact Female,2 years,Domestic Medium Hair,Brown Tabby/White
A804098,*Rosita,10/07/2019 5:45:00 PM,Oct 2019,04/10/2019,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Black/White
A879708,,04/30/2023 11:52:00 AM,Apr 2023,03/14/2023,Transfer,Partner,Dog,Intact Female,1 month,Maltese/Yorkshire Terrier,White/Tan
A697847,Randalls Cub,03/15/2015 1:57:00 PM,Mar 2015,03/02/2014,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A760800,,10/27/2017 7:44:00 PM,Oct 2017,10/24/2014,Transfer,Snr,Cat,Intact Female,3 years,Siamese,Calico Point/Gray
A854470,Galleta,04/06/2022 9:28:00 AM,Apr 2022,04/04/2021,Transfer,Out State,Dog,Intact Female,1 year,Landseer,Black/White
A759477,,10/03/2017 3:03:00 PM,Oct 2017,01/02/2017,Transfer,Partner,Dog,Intact Female,9 months,Chihuahua Shorthair Mix,Black/Black
A763292,*Michael,01/13/2018 6:21:00 PM,Jan 2018,12/06/2016,Adoption,,Dog,Neutered Male,1 year,American Staffordshire Terrier Mix,Black/White
A738195,,11/10/2016 6:20:00 PM,Nov 2016,11/10/2014,Euthanasia,Rabies Risk,Other,Unknown,2 years,Fox Mix,Red
A762041,Oj,11/24/2017 11:35:00 AM,Nov 2017,11/14/2011,Return to Owner,,Cat,Unknown,6 years,Domestic Shorthair Mix,Orange Tabby/White
A713781,Samson,10/15/2015 6:04:00 PM,Oct 2015,07/17/2010,Return to Owner,,Dog,Neutered Male,5 years,Boxer Mix,Brown Brindle
A723981,Joe,08/14/2016 12:35:00 PM,Aug 2016,08/14/2010,Return to Owner,,Dog,Neutered Male,6 years,Pit Bull/Boxer,White/Black
A665610,,10/20/2013 3:00:00 PM,Oct 2013,09/28/2013,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A805630,Starr,09/30/2019 8:10:00 AM,Sep 2019,09/29/2009,Euthanasia,At Vet,Dog,Intact Female,10 years,Chihuahua Shorthair,White/Black
A674952,,03/20/2014 4:31:00 PM,Mar 2014,03/20/2013,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown
A710757,Coraje,03/15/2016 1:32:00 PM,Mar 2016,12/27/2014,Adoption,,Dog,Neutered Male,1 year,Pointer Mix,Tricolor
A777956,*Asparagus,08/21/2018 5:26:00 PM,Aug 2018,06/10/2018,Adoption,Foster,Dog,Neutered Male,2 months,Pointer/Chihuahua Longhair,Sable
A747337,,07/12/2017 11:08:00 AM,Jul 2017,04/15/2017,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A827240,Ross 8,01/07/2021 12:40:00 PM,Jan 2021,12/16/2019,Return to Owner,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White
A474852,Atlas,09/09/2016 11:06:00 AM,Sep 2016,06/10/2006,Return to Owner,,Dog,Neutered Male,10 years,German Shepherd Mix,Tan
A665994,*Lihue,11/05/2013 7:22:00 PM,Nov 2013,07/25/2013,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
A762274,*Rose,11/25/2017 1:11:00 PM,Nov 2017,11/17/2009,Transfer,Partner,Cat,Spayed Female,8 years,Domestic Medium Hair Mix,White/Brown Tabby
A773787,*Scotch,08/18/2018 11:23:00 AM,Aug 2018,04/23/2018,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Cream Tabby/White
A862399,Hopper,07/29/2022 4:14:00 PM,Jul 2022,05/25/2022,Adoption,,Dog,Neutered Male,2 months,English Coonhound Mix,Chocolate/White
A693856,Jizzle,12/18/2014 6:45:00 PM,Dec 2014,12/15/2013,Return to Owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Black/Tan
A739344,Starman,01/08/2017 3:02:00 PM,Jan 2017,10/12/2016,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A855597,Darby,07/16/2022 5:41:00 PM,Jul 2022,04/20/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A704378,Picasso,06/30/2015 12:13:00 PM,Jun 2015,06/08/2012,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby
A768959,Buttons,03/29/2018 11:40:00 AM,Mar 2018,03/28/2010,Return to Owner,,Dog,Neutered Male,8 years,Pekingese Mix,Black
A738529,,11/17/2016 12:30:00 PM,Nov 2016,11/07/2016,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Tortie
A680546,,06/10/2014 2:31:00 PM,Jun 2014,06/04/2012,Transfer,Partner,Dog,Spayed Female,2 years,Great Pyrenees Mix,White
A791858,,04/04/2019 1:34:00 PM,Apr 2019,04/02/2013,Transfer,Partner,Cat,Intact Female,6 years,Domestic Shorthair Mix,Brown Tabby
A678773,,05/12/2014 6:21:00 PM,May 2014,05/11/2014,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Torbie
A832999,,04/20/2021 12:37:00 PM,Apr 2021,03/31/2021,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Black
A758217,,09/19/2017 5:55:00 PM,Sep 2017,06/26/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A682410,,06/27/2014 2:35:00 PM,Jun 2014,05/27/2014,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat Mix,Red/Cream
A814026,,02/27/2020 4:52:00 PM,Feb 2020,02/23/2018,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Black
A755385,,08/14/2017 4:11:00 PM,Aug 2017,05/18/2017,Transfer,Partner,Dog,Neutered Male,2 months,Labrador Retriever/Australian Cattle Dog,Brown/White
A791254,Taco,03/28/2019 1:41:00 PM,Mar 2019,02/02/2019,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White
A730605,*Kirk,07/11/2016 5:19:00 PM,Jul 2016,03/07/2016,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A608012,Bella,12/11/2019 6:12:00 AM,Dec 2019,11/23/2011,Adoption,Foster,Dog,Spayed Female,8 years,Cardigan Welsh Corgi/Labrador Retriever,White/Tan
A727306,*Ivy,06/17/2016 12:38:00 PM,Jun 2016,05/20/2011,Transfer,Partner,Dog,Intact Female,5 years,Pit Bull Mix,Black/White
A841164,Hunny,08/30/2021 5:40:00 PM,Aug 2021,08/22/2020,Adoption,,Dog,Spayed Female,1 year,Pit Bull,White/Brown Brindle
A714395,*Handsome,10/31/2015 5:49:00 PM,Oct 2015,04/25/2015,Transfer,Partner,Dog,Neutered Male,6 months,Harrier Mix,White/Brown
A820080,*Theodore,08/23/2021 9:47:00 AM,Aug 2021,07/11/2013,Adoption,Foster,Cat,Neutered Male,8 years,Domestic Shorthair,Brown Tabby
A668448,,12/04/2013 9:41:00 AM,Dec 2013,12/04/2009,Euthanasia,Suffering,Other,Unknown,4 years,Raccoon Mix,Black/Gray
A802474,156 Grams,08/18/2019 6:00:00 PM,Aug 2019,08/09/2019,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Tortie
A582826,Charlie,08/18/2015 11:11:00 AM,Aug 2015,08/26/2005,Return to Owner,,Dog,Neutered Male,9 years,Beagle,Tricolor
A744558,,05/03/2017 3:23:00 PM,May 2017,02/08/2017,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,Chocolate/White
A669788,Stella,07/15/2014 1:51:00 PM,Jul 2014,12/27/2010,Transfer,Partner,Dog,Spayed Female,3 years,Great Dane,Black/White
A783602,,11/03/2018 7:37:00 AM,Nov 2018,10/18/2018,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico
A689390,Jules,10/08/2014 11:25:00 AM,Oct 2014,10/03/2013,Transfer,Partner,Dog,Intact Female,1 year,Doberman Pinsch Mix,Black/Brown
A811961,Lucas,01/17/2020 4:54:00 PM,Jan 2020,03/13/2019,Adoption,,Dog,Neutered Male,10 months,American Staffordshire Terrier/Labrador Retriever,Fawn/White
A691208,,11/11/2014 6:13:00 PM,Nov 2014,12/31/2013,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Black/White
A718620,*Toby Sue,03/01/2016 1:53:00 PM,Mar 2016,07/23/2015,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Black/White
A705114,,06/13/2015 3:47:00 PM,Jun 2015,06/11/2015,Transfer,Partner,Dog,Intact Male,2 days,German Shepherd Mix,Brown
A800888,,08/01/2019 3:27:00 PM,Aug 2019,07/03/2019,Transfer,Partner,Dog,Intact Female,4 weeks,Cavalier Span,Black/White
A796517,Chiquis,06/08/2019 12:21:00 PM,Jun 2019,06/02/2017,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White
